nlist,n_subvec,n_bits,nprobe,recall,search_time,train_time
25,64,8,1,0.7321,0.599360466003418,60.09450721740723
25,64,8,2,0.8492000000000002,1.117403268814087,60.09450721740723
25,64,8,4,0.8905000000000001,2.3192176818847656,60.09450721740723
25,64,8,8,0.9011000000000001,4.531333923339844,60.09450721740723
25,64,8,16,0.9018,8.118371963500977,60.09450721740723
25,128,8,1,0.7550999999999999,1.0058751106262207,95.98695206642151
25,128,8,2,0.8852,2.093475103378296,95.98695206642151
25,128,8,4,0.9377,4.160621166229248,95.98695206642151
25,128,8,8,0.9491999999999998,8.186410665512085,95.98695206642151
25,128,8,16,0.9503,14.480224370956421,95.98695206642151
25,256,8,1,0.7640000000000002,1.973806381225586,126.5319173336029
25,256,8,2,0.9034,4.1064722537994385,126.5319173336029
25,256,8,4,0.9639,8.371441841125488,126.5319173336029
25,256,8,8,0.973,16.11376714706421,126.5319173336029
25,256,8,16,0.9752999999999998,28.181339502334595,126.5319173336029
35,64,8,1,0.6930000000000001,0.5133984088897705,63.35974860191345
35,64,8,2,0.8258,0.9494357109069824,63.35974860191345
35,64,8,4,0.8832,1.9413468837738037,63.35974860191345
35,64,8,8,0.9023999999999998,3.9900050163269043,63.35974860191345
35,64,8,16,0.9054999999999999,7.611736059188843,63.35974860191345
35,64,8,32,0.9063,13.785703420639038,63.35974860191345
35,128,8,1,0.6858999999999998,0.8072903156280518,98.82626152038574
35,128,8,2,0.8313000000000001,1.6530108451843262,98.82626152038574
35,128,8,4,0.9094999999999999,3.3936078548431396,98.82626152038574
35,128,8,8,0.9384,6.861055850982666,98.82626152038574
35,128,8,16,0.9518000000000001,13.064421653747559,98.82626152038574
35,128,8,32,0.9526,24.149672508239746,98.82626152038574
35,256,8,1,0.7109000000000002,1.506535291671753,128.39051222801208
35,256,8,2,0.8479999999999999,3.0020997524261475,128.39051222801208
35,256,8,4,0.9228999999999999,6.181397914886475,128.39051222801208
35,256,8,8,0.9708000000000001,12.436501264572144,128.39051222801208
35,256,8,16,0.977,24.420395374298096,128.39051222801208
35,256,8,32,0.9778999999999999,45.58419442176819,128.39051222801208
45,64,8,1,0.6919,0.4832155704498291,64.70400071144104
45,64,8,2,0.8179000000000001,0.8942534923553467,64.70400071144104
45,64,8,4,0.8835999999999998,1.810605525970459,64.70400071144104
45,64,8,8,0.9049999999999998,3.744021415710449,64.70400071144104
45,64,8,16,0.9103,7.282839059829712,64.70400071144104
45,64,8,32,0.9122,13.226978778839111,64.70400071144104
45,128,8,1,0.6654000000000001,0.7566821575164795,100.46374797821045
45,128,8,2,0.8219000000000001,1.4877934455871582,100.46374797821045
45,128,8,4,0.9049000000000003,3.0541300773620605,100.46374797821045
45,128,8,8,0.9415,6.236149311065674,100.46374797821045
45,128,8,16,0.9562,12.531607151031494,100.46374797821045
45,128,8,32,0.9584,23.11617350578308,100.46374797821045
45,256,8,1,0.6872999999999999,1.4435770511627197,131.67561984062195
45,256,8,2,0.8368000000000001,2.8747408390045166,131.67561984062195
45,256,8,4,0.9161999999999999,5.886933326721191,131.67561984062195
45,256,8,8,0.9627999999999999,11.923809289932251,131.67561984062195
45,256,8,16,0.9760999999999999,23.498326539993286,131.67561984062195
45,256,8,32,0.9777,43.8477349281311,131.67561984062195
